time;EDA;is_peak;classes
0.0;19.7113;False;-1
0.04;19.7159;False;-1
0.08;19.7403;False;-1
0.12;19.751;False;-1
0.16;19.7632;False;-1
0.2;19.7769;False;-1
0.24;19.7876;False;-1
0.28;19.8029;False;-1
0.32;19.8212;False;-1
0.36;19.8303;False;-1
0.4;19.8441;False;-1
0.44;19.8547;False;-1
0.48;19.8669;False;-1
0.52;19.8761;False;-1
0.56;19.8898;False;-1
0.6;19.902;False;-1
0.64;19.9142;False;-1
0.68;19.9249;False;-1
0.72;19.9417;False;-1
0.76;19.9493;False;-1
0.8;19.9585;False;-1
0.84;19.9692;False;-1
0.88;20.0409;False;-1
0.92;19.9951;False;-1
0.96;20.0043;False;-1
1.0;20.018;False;-1
1.04;20.0241;False;-1
1.08;20.0363;False;-1
1.12;20.0485;False;-1
1.16;20.0592;False;-1
1.2;20.0668;False;-1
1.24;20.0729;False;-1
1.28;20.0806;False;-1
1.32;20.0897;False;-1
1.36;20.0974;False;-1
1.4;20.1035;False;-1
1.44;20.1111;False;-1
1.48;20.1187;False;-1
1.52;20.1263;False;-1
1.56;20.1263;False;-1
1.6;20.1309;False;-1
1.64;20.1309;False;-1
1.68;20.1675;False;-1
1.72;20.1385;False;-1
1.76;20.1431;False;-1
1.8;20.1431;False;-1
1.84;20.1431;False;-1
1.88;20.1477;False;-1
1.92;20.1523;False;-1
1.96;20.1492;False;-1
2.0;20.1477;False;-1
2.04;20.1492;False;-1
2.08;20.1431;False;-1
2.12;20.1431;False;-1
2.16;20.1401;False;-1
2.2;20.1355;False;-1
2.24;20.1309;False;-1
2.28;20.1263;False;-1
2.32;20.1233;False;0
2.36;20.1157;False;0
2.4;20.108;False;0
2.44;20.1035;False;0
2.48;20.1569;False;0
2.52;20.0943;False;0
2.56;20.0897;False;0
2.6;20.0821;False;0
2.64;20.0806;False;0
2.68;20.0729;False;0
2.72;20.0729;False;0
2.76;20.0699;False;0
2.8;20.0653;False;0
2.84;20.0653;False;0
2.88;20.0607;False;0
2.92;20.0638;False;0
2.96;20.0668;False;0
3.0;20.0653;False;0
3.04;20.0684;False;0
3.08;20.0714;False;0
3.12;20.0775;True;0
3.16;20.0867;True;0
3.2;20.0867;True;0
3.24;20.0912;True;0
3.28;20.0912;True;0
3.32;20.1675;True;0
3.36;20.1096;True;0
3.4;20.1126;True;0
3.44;20.1202;True;0
3.48;20.1233;True;0
3.52;20.1263;True;0
3.56;20.1355;True;0
3.6;20.137;True;0
3.64;20.137;True;0
3.68;20.1447;True;0
3.72;20.1462;True;0
3.76;20.1477;True;0
